Sort Type,List Size,Counter #,Execution Time (s)
Insertion,1000,251439,0.029536724090576172
Insertion,1000,260620,0.04749345779418945
Insertion,1000,253081,0.04475855827331543
Insertion,1000,258200,0.046167612075805664
Insertion,1000,248538,0.04682135581970215
Insertion,1000,257002,0.039606332778930664
Insertion,1000,243961,0.05011129379272461
Insertion,1000,259806,0.0449826717376709
Insertion,1000,259109,0.02759838104248047
Insertion,1000,249841,0.024998188018798828
Insertion,2000,989684,0.16896653175354004
Insertion,2000,985497,0.11419200897216797
Insertion,2000,1016995,0.17699241638183594
Insertion,2000,1011158,0.10499787330627441
Insertion,2000,983373,0.10199856758117676
Insertion,2000,971819,0.1690382957458496
Insertion,2000,997523,0.13727545738220215
Insertion,2000,1005216,0.17599725723266602
Insertion,2000,1000843,0.17058587074279785
Insertion,2000,987454,0.1843430995941162
Insertion,3000,2245092,0.366957426071167
Insertion,3000,2257240,0.3930637836456299
Insertion,3000,2224401,0.28211140632629395
Insertion,3000,2285116,0.3031344413757324
Insertion,3000,2237573,0.38861966133117676
Insertion,3000,2247856,0.3864715099334717
Insertion,3000,2262979,0.2829608917236328
Insertion,3000,2251166,0.3797171115875244
Insertion,3000,2224338,0.38578176498413086
Insertion,3000,2218753,0.39255714416503906
Insertion,4000,3914465,0.6515867710113525
Insertion,4000,4008642,0.6839814186096191
Insertion,4000,3982395,0.4620037078857422
Insertion,4000,3978822,0.43251490592956543
Insertion,4000,3985848,0.6198005676269531
Insertion,4000,3998947,0.7296946048736572
Insertion,4000,3946026,0.6838641166687012
Insertion,4000,3983206,0.4927043914794922
Insertion,4000,3965501,0.6857655048370361
Insertion,4000,3973942,0.6500191688537598
Insertion,5000,6312872,1.0932683944702148
Insertion,5000,6179363,1.0276508331298828
Insertion,5000,6305790,0.7619669437408447
Insertion,5000,6305487,0.6895623207092285
Insertion,5000,6258204,1.0844388008117676
Insertion,5000,6143572,0.9564902782440186
Insertion,5000,6178291,0.8604996204376221
Insertion,5000,6128488,0.8626430034637451
Insertion,5000,6194295,1.0805926322937012
Insertion,5000,6269060,0.7666544914245605
Insertion,6000,9196301,1.336655855178833
Insertion,6000,9104177,1.3587009906768799
Insertion,6000,8827844,1.4698028564453125
Insertion,6000,9055646,1.0622971057891846
Insertion,6000,8943506,1.6063995361328125
Insertion,6000,9045270,1.4931883811950684
Insertion,6000,9047693,1.5438520908355713
Insertion,6000,9064148,1.1224772930145264
Insertion,6000,9068329,1.6526515483856201
Insertion,6000,8852054,1.2828171253204346
Insertion,7000,12210874,2.1212050914764404
Insertion,7000,12198683,1.9438464641571045
Insertion,7000,12239264,1.9119818210601807
Insertion,7000,12114579,2.187743902206421
Insertion,7000,12480624,2.0416595935821533
Insertion,7000,12067384,1.9251689910888672
Insertion,7000,12007631,2.3162262439727783
Insertion,7000,12252715,2.027914524078369
Insertion,7000,12274422,2.3794288635253906
Insertion,7000,12215536,2.263559579849243
